Price,quartier,region,nombre_chambres,nombre_sdb,superficie,type
3000000,Mamelles,Dakar,3,3,,Appartement
250000,Mermoz,Dakar,1,1,,Appartement
350000,Ngor,Dakar,2,3,110,Appartement
160000,Dieuppeul,Dakar,1,2,100,Appartement
730000,Mamelles,Dakar,3,5,,Appartement
975000,Liberte 6 extension,Dakar,2,2,200,Appartement
600000,Mamelles,Dakar,3,3,,Appartement
30000,Ouest foire,Dakar,1,25 m²,,Appartement
2400000,Fenêtre mermoz,Dakar,3,4,200,Appartement
130000,Parcelles Assainies,Dakar,1,1,100,Appartement
1300000,Ouakam,Dakar,,,,Appartement
415000,Sicap foire,Dakar,4,4,200,Appartement
1500000,Almadies,Dakar,,,,Appartement
10000,Rufisque,Dakar,2,2,150,Appartement
120000,Mbao,Dakar,1,1,80,Appartement
750000,Fann Hock,Dakar,,,,Appartement
450000,Point-e,Dakar,1,1,,Appartement
1300000,Mermoz,Dakar,3,5,190,Appartement
500000,Hann maristes,Dakar,4,4,200,Appartement
2300000,Plateau,Dakar,3,5,250,Appartement
1200000,Sicap baobab,Dakar,5,4,,Appartement
800000,Ngor,Dakar,3,3,180,Appartement
450000,Yoff,Dakar,2,2,95,Appartement
910000,Point-e,Dakar,3,4,152,Appartement
350000,Sacré-cœur,Dakar,2,200 m²,,Appartement
1500000,Fann,Dakar,3,5,198,Appartement
2500000,Fann,Dakar,4,5,,Appartement
250000,Nord foire,Dakar,,,,Appartement
2000000,Mermoz,Dakar,3,2,,Appartement
800000,Mermoz,Dakar,3,4,,Appartement
600000,Dieuppeul,Dakar,2,2,,Appartement
1800000,Hann marinas,Dakar,4,4,280,Appartement
450000,Ouest foire,Dakar,4,4,288,Appartement
1700000,Plateau,Dakar,3,2,,Appartement
650000,Mermoz,Dakar,3,,,Appartement
1550000,Yoff,Dakar,289 m²,,,Appartement
175000,Ngaparou,Thiès,1,1,65,Appartement
1800000,Almadies,Dakar,4,5,,Appartement
2000000,Mermoz,Dakar,4,6,,Appartement
350000,Mamelles,Dakar,1,2,,Appartement
750000,Mermoz,Dakar,3,4,,Appartement
1200000,Almadies,Dakar,3,4,,Appartement
800000,Almadies,Dakar,,,,Appartement
350000,Ouakam,Dakar,,,,Appartement
360000,Hann maristes,Dakar,3,4,,Appartement
3500000,Plateau,Dakar,3,310 m²,,Appartement
2072000,Plateau,Dakar,2,132 m²,,Appartement
600000,Point-e,Dakar,3,3,150,Appartement
1,Hann maristes,Dakar,1,1,1,Appartement
350000,Mamelles,Dakar,2,,,Appartement
300000,Parcelles Assainies,Dakar,2,2,,Appartement
3500000,Point-e,Dakar,5,6,508,Appartement
700000,Avenue Bourguiba,Dakar,3,3,191,Appartement
650000,Mermoz,Dakar,,,,Appartement
200000,Zac Mbao,Dakar,2,1,100,Appartement
350000,Ngaparou,Thiès,2,2,125,Appartement
3000000,Ouakam,Dakar,3,5,270,Appartement
350000,Saly,Thiès,2,2,90,Appartement
425000,Almadies,Dakar,3,2,,Appartement
650000,Virage,Dakar,2,1,110,Appartement
400000,Sacré-cœur,Dakar,3,3,150,Appartement
1400000,Point-e,Dakar,3,4,204,Appartement
1400000,Fenêtre mermoz,Dakar,,,,Appartement
1000000,Ouakam,Dakar,3,4,170,Appartement
1100000,Fann,Dakar,3,4,162,Appartement
1500000,Ngor,Dakar,3,2,,Appartement
750000,Almadies,Dakar,2,3,110,Appartement
350000,Hann maristes,Dakar,3,3,154,Appartement
1500000,Fenêtre mermoz,Dakar,3,4,192,Appartement
800,Mamelles,Dakar,2,3,90,Appartement
3500000,Plateau,Dakar,,,,Appartement
1200000,Sacré-cœur,Dakar,5,5,,Appartement
1700000,Mermoz,Dakar,4,5,,Appartement
550000,Saly,Thiès,3,2,150,Appartement
995000,Point-e,Dakar,3,,,Appartement
400000,Dalifort,Dakar,3,3,200,Appartement
3000000,Point-e,Dakar,5,5,,Appartement
700000,Mermoz,Dakar,2,2,,Appartement
600000,Almadies,Dakar,2,,,Appartement
700000,Amitié,Dakar,3,4,250,Appartement
1300000,Point-e,Dakar,3,4,239,Appartement
175000,Almadies 2,Dakar,1,2,90,Appartement
275000,Almadies 2,Dakar,3,3,110,Appartement
250000,Mbao,Dakar,4,3,150,Appartement
2000000,Almadies,Dakar,4,4,250,Appartement
1100000,Mamelles,Dakar,4,5,,Appartement
1300000,Ngor,Dakar,2,2,,Appartement
,Ngor,Dakar,1,1,70,Appartement
1500000,Almadies,Dakar,3,4,240,Appartement
700000,Cité keur gorgui,Dakar,,,,Appartement
600000,Yoff,Dakar,3,3,160,Appartement
600000,Almadies,Dakar,3,3,,Appartement
600000,Mermoz,Dakar,3,2,,Appartement
850000,Sacré-cœur,Dakar,3,4,,Appartement
700000,Ngor,Dakar,3,3,,Appartement
600000,Sacré-cœur,Dakar,3,3,,Appartement
1500000,Point-e,Dakar,3,4,239,Appartement
950000,Mermoz,Dakar,3,5,,Appartement
,Sacré-cœur,Dakar,,,,Appartement
2600000,Almadies,Dakar,4,4,395,Appartement
1770000,Almadies,Dakar,2,2,,Appartement
4000000,Almadies,Dakar,3,3,414,Appartement
1000000,Almadies,Dakar,3,3,,Appartement
1200000,Virage,Dakar,2,2,,Appartement
2000000,Almadies,Dakar,4,210 m²,,Appartement
2000000,Mermoz,Dakar,3,4,180,Appartement
2000000,Almadies,Dakar,5,5,230,Appartement
400000,Liberte 6,Dakar,3,3,100,Appartement
3900000,Fann,Dakar,,,,Appartement
750000,Almadies,Dakar,3,2,,Appartement
225000,Sicap foire,Dakar,2,,,Appartement
1050000,Mamelles,Dakar,3,4,340,Appartement
800000,Ngor,Dakar,3,150 m²,,Appartement
160000,Rufisque,Dakar,3,1,150,Appartement
1400000,Almadies,Dakar,5,6,300,Appartement
3500000,Corniche,Dakar,5,6,650,Appartement
800000,Almadies,Dakar,4,6,,Appartement
140000,Zac Mbao,Dakar,2,2,,Appartement
190000,Keur Massar,Dakar,4,2,,Appartement
950000,Mamelles,Dakar,3,4,,Appartement
375000,Sicap foire,Dakar,3,4,150,Appartement
750000,Point-e,Dakar,,,,Appartement
1600000,Ngor,Dakar,3,,,Appartement
1200000,Almadies,Dakar,3,165 m²,,Appartement
1500000,Virage,Dakar,3,4,,Appartement
750000,Fann Hock,Dakar,2,3,,Appartement
650000,Mermoz,Dakar,2,3,,Appartement
1700000,Virage,Dakar,3,4,,Appartement
500000,Hann maristes,Dakar,4,3,,Appartement
275000,Hann maristes,Dakar,2,1,102,Appartement
2500000,Plateau,Dakar,4,6,280,Appartement
2400000,Almadies,Dakar,4,5,330,Appartement
700000,VDN,Dakar,3,3,185,Appartement
850000,Sacré-cœur,Dakar,,,,Appartement
3500000,Fann,Dakar,4,4,,Appartement
1200000,Fann,Dakar,2,3,,Appartement
275000,Mamelles,Dakar,2,2,100,Appartement
1500000,Almadies,Dakar,4,5,250,Appartement
1700000,Almadies,Dakar,4,280 m²,,Appartement
650000,Yoff,Dakar,3,4,,Appartement
750000,Mermoz,Dakar,3,2,147,Appartement
900000,Point-e,Dakar,3,160 m²,,Appartement
1400000,Fenêtre mermoz,Dakar,2,3,120,Appartement
800000,Fann Hock,Dakar,3,4,,Appartement
265000,Mamelles,Dakar,1,2,,Appartement
600000,Mermoz,Dakar,3,200 m²,,Appartement
1400000,Mermoz,Dakar,3,170 m²,,Appartement
1500000,Almadies,Dakar,3,3,,Appartement
250000,Hann maristes,Dakar,2,2,,Appartement
1400000,Ouakam,Dakar,3,4,250,Appartement
2500000,Almadies,Dakar,3,341 m²,,Appartement
2000000,Almadies,Dakar,3,4,250,Appartement
150000,Keur Massar,Dakar,,,,Appartement
725000,Yoff,Dakar,,,,Appartement
2500000,Almadies,Dakar,4,4,250,Appartement
850000,Almadies,Dakar,2,1,300,Appartement
1200000,Point-e,Dakar,3,3,210,Appartement
1500000,Almadies,Dakar,4,6,270,Appartement
330000,Mamelles,Dakar,2,3,95,Appartement
300000,Fann Hock,Dakar,1,1,,Appartement
200000,Diamniadio,Dakar,2,,,Appartement
130000,Ouest foire,Dakar,1,,,Appartement
250000,Mbao,Dakar,3,,,Appartement
180000,Almadies 2,Dakar,2,3,,Appartement
310800,Ngor,Dakar,2,3,,Appartement
275000,Liberte 6,Dakar,2,,,Appartement
850000,Almadies,Dakar,,,,Appartement
110000,Hann maristes,Dakar,1,2,,Appartement
250000,Hann maristes,Dakar,2,2,,Appartement
500000,Mamelles,Dakar,3,200 m²,,Appartement
400000,Zac Mbao,Dakar,1,140 m²,,Appartement
1050000,Mamelles,Dakar,3,4,350,Appartement
1500000,Yoff,Dakar,4,330 m²,,Appartement
300000,Mamelles,Dakar,2,100 m²,,Appartement
1350000,Almadies,Dakar,4,4,400,Appartement
850000,Almadies,Dakar,3,4,135,Appartement
350000,Guediawaye,Dakar,3,3,,Appartement
500000,Almadies,Dakar,2,160 m²,,Appartement
150000,Kounoune,Dakar,3,3,,Appartement
400000,Almadies,Dakar,2,2,120,Appartement
1700000,Almadies,Dakar,3,3,175,Appartement
400000,Almadies,Dakar,1,2,100,Appartement
450000,Hann marinas,Dakar,3,3,160,Appartement
1600000,Almadies,Dakar,3,250 m²,,Appartement
200000,Djily mbaye,Dakar,2,2,90,Appartement
350000,VDN,Dakar,3,3,130,Appartement
1600000,Virage,Dakar,3,3,177,Appartement
1000000,Cité keur gorgui,Dakar,3,1,165,Appartement
1650000,Almadies,Dakar,3,,,Appartement
3500000,Fann,Dakar,4,6,290,Appartement
3500000,Fann,Dakar,4,5,450,Appartement
1250000,Almadies,Dakar,,,,Appartement
250000,Hann maristes,Dakar,2,2,,Appartement
200000,Almadies,Dakar,1,2,,Appartement
700000,VDN,Dakar,4,190 m²,,Appartement
800000,Almadies,Dakar,3,,,Appartement
6000000,Guediawaye,Dakar,1,1 m²,,Appartement
750000,Mamelles,Dakar,3,3,,Appartement
700000,Ngor,Dakar,3,,,Appartement
2500000,Fenêtre mermoz,Dakar,3,4,361,Appartement
650000,Almadies,Dakar,3,3,150,Appartement
450000,Sacré-cœur,Dakar,3,3,200,Appartement
700000,Almadies,Dakar,3,225 m²,,Appartement
200000,Hann maristes,Dakar,1,2,,Appartement
500000,Liberte 6,Dakar,4,4,,Appartement
850000,Virage,Dakar,3,4,200,Appartement
,Sacré-cœur,Dakar,3,3,200,Appartement
800000,Mamelles,Dakar,3,3,,Appartement
673400,Sacré-cœur,Dakar,3,3,,Appartement
325000,Mamelles,Dakar,2,2,,Appartement
650000,Ouakam,Dakar,3,4,160,Appartement
650000,Mamelles,Dakar,3,3,,Appartement
250000,Guediawaye,Dakar,2,120 m²,,Appartement
1,Sicap foire,Dakar,,,,Appartement
300000,Ngor,Dakar,2,2,100,Appartement
250000,Hann maristes,Dakar,3,,,Appartement
800000,Ngor,Dakar,3,250 m²,,Appartement
1000000,Point-e,Dakar,3,3,210,Appartement
850000,Mamelles,Dakar,3,3,150,Appartement
2000000,Fann,Dakar,3,4,200,Appartement
25000,Almadies,Dakar,1,1,70,Appartement
450000,Amitié,Dakar,2,2,,Appartement
550000,Amitié,Dakar,3,2,,Appartement
800000,Ngor,Dakar,3,200 m²,,Appartement
1200000,Mamelles,Dakar,5,6,,Appartement
600000,Liberte 3,Dakar,4,118 m²,,Appartement
2300000,Mermoz,Dakar,4,5,1,Appartement
400000,Almadies,Dakar,2,3,,Appartement
1500000,Mermoz,Dakar,3,5,,Appartement
700000,Almadies,Dakar,3,,,Appartement
300000,Sicap foire,Dakar,3,,,Appartement
325000,Yoff,Dakar,3,,,Appartement
250000,Ouest foire,Dakar,2,2,,Appartement
3000000,Fann,Dakar,3,5,270,Appartement
215000,Ngaparou,Thiès,2,3,100,Appartement
250000,Ouakam,Dakar,2,2,140,Appartement
2500000,Fann,Dakar,3,5,250,Appartement
900000,Point-e,Dakar,4,3,,Appartement
1100000,Mermoz,Dakar,4,5,220,Appartement
900000,Mermoz,Dakar,3,3,190,Appartement
550000,Liberte 6 extension,Dakar,3,3,150,Appartement
225000,Saly,Thiès,2,,,Appartement
2000000,Almadies,Dakar,3,5,250,Appartement
375000,Mamelles,Dakar,3,3,150,Appartement
900000,Mamelles,Dakar,3,3,160,Appartement
1000000,Dakar,Dakar,3,2,,Appartement
1600000,Almadies,Dakar,4,228 m²,,Appartement
350000,Dalifort,Dakar,3,2,,Appartement
750000,Virage,Dakar,3,2,,Appartement
2500000,Plateau,Dakar,4,6,280,Appartement
1200000,Almadies,Dakar,3,5,180,Appartement
600000,Ngor,Dakar,3,3,180,Appartement
2800000,Fann,Dakar,3,5,300,Appartement
1100000,Point-e,Dakar,3,3,100,Appartement
,Grand-Yoff,Dakar,3,2,140,Appartement
600000,Mermoz,Dakar,1,96 m²,,Appartement
750000,Almadies,Dakar,3,3,170,Appartement
2300000,Fenêtre mermoz,Dakar,3,4,270,Appartement
1500000,Point-e,Dakar,3,3,264,Appartement
2500000,Fenêtre mermoz,Dakar,3,250 m²,,Appartement
2500000,Plateau,Dakar,3,4,250,Appartement
350000,Amitié,Dakar,,,,Appartement
1200000,Plateau,Dakar,3,3,,Appartement
400000,Virage,Dakar,3,2,150,Appartement
525000,Point-e,Dakar,2,3,,Appartement
1100000,Point-e,Dakar,3,4,200,Appartement
1300000,Mermoz,Dakar,3,5,200,Appartement
875000,Yoff,Dakar,200 m²,,,Appartement
275000,Mamelles,Dakar,2,2,,Appartement
1600000,Fann,Dakar,3,5,200,Appartement
122000000,Liberte 1,Dakar,2,118 m²,,Appartement
350000,Almadies,Dakar,2,2,,Appartement
900000,Mermoz,Dakar,3,3,150,Appartement
2000000,Virage,Dakar,4,5,250,Appartement
2800000,Fann,Dakar,3,3,240,Appartement
145000,Ngor,Dakar,1,1,,Appartement
650000,Yoff,Dakar,3,4,150,Appartement
1100000,Point-e,Dakar,3,175 m²,,Appartement
2500000,Fann,Dakar,3,3,200,Appartement
2800000,Fann,Dakar,3,5,280,Appartement
2200000,Plateau,Dakar,3,5,250,Appartement
2000000,Plateau,Dakar,4,5,250,Appartement
1500000,Almadies,Dakar,3,3,225,Appartement
600000,Mamelles,Dakar,3,2,150,Appartement
300000,Guediawaye,Dakar,2,2,150,Appartement
900000,Hann marinas,Dakar,2,,,Appartement
2000000,Almadies,Dakar,3,4,250,Appartement
1300000,Mamelles,Dakar,5,6,250,Appartement
200000,Mboro,Thiès,4,3,,Appartement
170000,Sicap mbao,Dakar,2,,,Appartement
2500000,Plateau,Dakar,3,4,250,Appartement
3000000,Fann,Dakar,4,5,300,Appartement
400000,Amitié,Dakar,1,1,52,Appartement
1500000,Almadies,Dakar,4,5,300,Appartement
800000,Almadies,Dakar,3,3,,Appartement
600000,Almadies,Dakar,4,5,300,Appartement
